id,person_id,organization_id,start_date,end_date,sources
most:membership:marek-hrvol:most:org:zastupitelstvo-mesta-mostu,most:person:marek-hrvol,most:org:zastupitelstvo-mesta-mostu,2022-10-24,,"[{""url"": ""https://zastupko.fit.vutbr.cz/flask/most/zastupitelstvo/8/dataset"", ""note"": ""start/end derived from first/last session date with any recorded zastupiteleHlasy entry for this person (present or absent, both count as 'on the roster then'); open end_date = still active as of this feed's last recorded session.""}]"
most:membership:ivana-hvezdova:most:org:zastupitelstvo-mesta-mostu,most:person:ivana-hvezdova,most:org:zastupitelstvo-mesta-mostu,2022-10-24,,"[{""url"": ""https://zastupko.fit.vutbr.cz/flask/most/zastupitelstvo/8/dataset"", ""note"": ""start/end derived from first/last session date with any recorded zastupiteleHlasy entry for this person (present or absent, both count as 'on the roster then'); open end_date = still active as of this feed's last recorded session.""}]"
most:membership:pavla-choteborska:most:org:zastupitelstvo-mesta-mostu,most:person:pavla-choteborska,most:org:zastupitelstvo-mesta-mostu,2022-10-24,,"[{""url"": ""https://zastupko.fit.vutbr.cz/flask/most/zastupitelstvo/8/dataset"", ""note"": ""start/end derived from first/last session date with any recorded zastupiteleHlasy entry for this person (present or absent, both count as 'on the roster then'); open end_date = still active as of this feed's last recorded session.""}]"
most:membership:zbynek-jaks:most:org:zastupitelstvo-mesta-mostu,most:person:zbynek-jaks,most:org:zastupitelstvo-mesta-mostu,2022-10-24,,"[{""url"": ""https://zastupko.fit.vutbr.cz/flask/most/zastupitelstvo/8/dataset"", ""note"": ""start/end derived from first/last session date with any recorded zastupiteleHlasy entry for this person (present or absent, both count as 'on the roster then'); open end_date = still active as of this feed's last recorded session.""}]"
most:membership:jan-korba:most:org:zastupitelstvo-mesta-mostu,most:person:jan-korba,most:org:zastupitelstvo-mesta-mostu,2022-10-24,,"[{""url"": ""https://zastupko.fit.vutbr.cz/flask/most/zastupitelstvo/8/dataset"", ""note"": ""start/end derived from first/last session date with any recorded zastupiteleHlasy entry for this person (present or absent, both count as 'on the roster then'); open end_date = still active as of this feed's last recorded session.""}]"
most:membership:vladimir-kubik:most:org:zastupitelstvo-mesta-mostu,most:person:vladimir-kubik,most:org:zastupitelstvo-mesta-mostu,2022-10-24,,"[{""url"": ""https://zastupko.fit.vutbr.cz/flask/most/zastupitelstvo/8/dataset"", ""note"": ""start/end derived from first/last session date with any recorded zastupiteleHlasy entry for this person (present or absent, both count as 'on the roster then'); open end_date = still active as of this feed's last recorded session.""}]"
most:membership:tiep-luu-danh:most:org:zastupitelstvo-mesta-mostu,most:person:tiep-luu-danh,most:org:zastupitelstvo-mesta-mostu,2022-10-24,,"[{""url"": ""https://zastupko.fit.vutbr.cz/flask/most/zastupitelstvo/8/dataset"", ""note"": ""start/end derived from first/last session date with any recorded zastupiteleHlasy entry for this person (present or absent, both count as 'on the roster then'); open end_date = still active as of this feed's last recorded session.""}]"
most:membership:ondrej-malek:most:org:zastupitelstvo-mesta-mostu,most:person:ondrej-malek,most:org:zastupitelstvo-mesta-mostu,2022-10-24,,"[{""url"": ""https://zastupko.fit.vutbr.cz/flask/most/zastupitelstvo/8/dataset"", ""note"": ""start/end derived from first/last session date with any recorded zastupiteleHlasy entry for this person (present or absent, both count as 'on the roster then'); open end_date = still active as of this feed's last recorded session.""}]"
most:membership:alois-maly:most:org:zastupitelstvo-mesta-mostu,most:person:alois-maly,most:org:zastupitelstvo-mesta-mostu,2022-10-24,,"[{""url"": ""https://zastupko.fit.vutbr.cz/flask/most/zastupitelstvo/8/dataset"", ""note"": ""start/end derived from first/last session date with any recorded zastupiteleHlasy entry for this person (present or absent, both count as 'on the roster then'); open end_date = still active as of this feed's last recorded session.""}]"
most:membership:lubomira-mejstrikova:most:org:zastupitelstvo-mesta-mostu,most:person:lubomira-mejstrikova,most:org:zastupitelstvo-mesta-mostu,2022-10-24,,"[{""url"": ""https://zastupko.fit.vutbr.cz/flask/most/zastupitelstvo/8/dataset"", ""note"": ""start/end derived from first/last session date with any recorded zastupiteleHlasy entry for this person (present or absent, both count as 'on the roster then'); open end_date = still active as of this feed's last recorded session.""}]"
most:membership:jiri-nedved:most:org:zastupitelstvo-mesta-mostu,most:person:jiri-nedved,most:org:zastupitelstvo-mesta-mostu,2022-10-24,,"[{""url"": ""https://zastupko.fit.vutbr.cz/flask/most/zastupitelstvo/8/dataset"", ""note"": ""start/end derived from first/last session date with any recorded zastupiteleHlasy entry for this person (present or absent, both count as 'on the roster then'); open end_date = still active as of this feed's last recorded session.""}]"
most:membership:jan-paparega:most:org:zastupitelstvo-mesta-mostu,most:person:jan-paparega,most:org:zastupitelstvo-mesta-mostu,2022-10-24,,"[{""url"": ""https://zastupko.fit.vutbr.cz/flask/most/zastupitelstvo/8/dataset"", ""note"": ""start/end derived from first/last session date with any recorded zastupiteleHlasy entry for this person (present or absent, both count as 'on the roster then'); open end_date = still active as of this feed's last recorded session.""}]"
most:membership:berenika-pestova:most:org:zastupitelstvo-mesta-mostu,most:person:berenika-pestova,most:org:zastupitelstvo-mesta-mostu,2022-10-24,,"[{""url"": ""https://zastupko.fit.vutbr.cz/flask/most/zastupitelstvo/8/dataset"", ""note"": ""start/end derived from first/last session date with any recorded zastupiteleHlasy entry for this person (present or absent, both count as 'on the roster then'); open end_date = still active as of this feed's last recorded session.""}]"
most:membership:patricie-prokesova:most:org:zastupitelstvo-mesta-mostu,most:person:patricie-prokesova,most:org:zastupitelstvo-mesta-mostu,2022-10-24,,"[{""url"": ""https://zastupko.fit.vutbr.cz/flask/most/zastupitelstvo/8/dataset"", ""note"": ""start/end derived from first/last session date with any recorded zastupiteleHlasy entry for this person (present or absent, both count as 'on the roster then'); open end_date = still active as of this feed's last recorded session.""}]"
most:membership:milan-rybak:most:org:zastupitelstvo-mesta-mostu,most:person:milan-rybak,most:org:zastupitelstvo-mesta-mostu,2022-10-24,,"[{""url"": ""https://zastupko.fit.vutbr.cz/flask/most/zastupitelstvo/8/dataset"", ""note"": ""start/end derived from first/last session date with any recorded zastupiteleHlasy entry for this person (present or absent, both count as 'on the roster then'); open end_date = still active as of this feed's last recorded session.""}]"
most:membership:jan-schiller:most:org:zastupitelstvo-mesta-mostu,most:person:jan-schiller,most:org:zastupitelstvo-mesta-mostu,2022-10-24,,"[{""url"": ""https://zastupko.fit.vutbr.cz/flask/most/zastupitelstvo/8/dataset"", ""note"": ""start/end derived from first/last session date with any recorded zastupiteleHlasy entry for this person (present or absent, both count as 'on the roster then'); open end_date = still active as of this feed's last recorded session.""}]"
most:membership:marketa-stara:most:org:zastupitelstvo-mesta-mostu,most:person:marketa-stara,most:org:zastupitelstvo-mesta-mostu,2022-10-24,,"[{""url"": ""https://zastupko.fit.vutbr.cz/flask/most/zastupitelstvo/8/dataset"", ""note"": ""start/end derived from first/last session date with any recorded zastupiteleHlasy entry for this person (present or absent, both count as 'on the roster then'); open end_date = still active as of this feed's last recorded session.""}]"
most:membership:martin-strakos:most:org:zastupitelstvo-mesta-mostu,most:person:martin-strakos,most:org:zastupitelstvo-mesta-mostu,2022-10-24,,"[{""url"": ""https://zastupko.fit.vutbr.cz/flask/most/zastupitelstvo/8/dataset"", ""note"": ""start/end derived from first/last session date with any recorded zastupiteleHlasy entry for this person (present or absent, both count as 'on the roster then'); open end_date = still active as of this feed's last recorded session.""}]"
most:membership:jana-skudrnova:most:org:zastupitelstvo-mesta-mostu,most:person:jana-skudrnova,most:org:zastupitelstvo-mesta-mostu,2022-10-24,,"[{""url"": ""https://zastupko.fit.vutbr.cz/flask/most/zastupitelstvo/8/dataset"", ""note"": ""start/end derived from first/last session date with any recorded zastupiteleHlasy entry for this person (present or absent, both count as 'on the roster then'); open end_date = still active as of this feed's last recorded session.""}]"
most:membership:olga-srutova:most:org:zastupitelstvo-mesta-mostu,most:person:olga-srutova,most:org:zastupitelstvo-mesta-mostu,2022-10-24,,"[{""url"": ""https://zastupko.fit.vutbr.cz/flask/most/zastupitelstvo/8/dataset"", ""note"": ""start/end derived from first/last session date with any recorded zastupiteleHlasy entry for this person (present or absent, both count as 'on the roster then'); open end_date = still active as of this feed's last recorded session.""}]"
most:membership:sasa-stembera:most:org:zastupitelstvo-mesta-mostu,most:person:sasa-stembera,most:org:zastupitelstvo-mesta-mostu,2022-10-24,,"[{""url"": ""https://zastupko.fit.vutbr.cz/flask/most/zastupitelstvo/8/dataset"", ""note"": ""start/end derived from first/last session date with any recorded zastupiteleHlasy entry for this person (present or absent, both count as 'on the roster then'); open end_date = still active as of this feed's last recorded session.""}]"
most:membership:barbora-stempakova:most:org:zastupitelstvo-mesta-mostu,most:person:barbora-stempakova,most:org:zastupitelstvo-mesta-mostu,2022-10-24,,"[{""url"": ""https://zastupko.fit.vutbr.cz/flask/most/zastupitelstvo/8/dataset"", ""note"": ""start/end derived from first/last session date with any recorded zastupiteleHlasy entry for this person (present or absent, both count as 'on the roster then'); open end_date = still active as of this feed's last recorded session.""}]"
most:membership:jiri-turis:most:org:zastupitelstvo-mesta-mostu,most:person:jiri-turis,most:org:zastupitelstvo-mesta-mostu,2022-10-24,,"[{""url"": ""https://zastupko.fit.vutbr.cz/flask/most/zastupitelstvo/8/dataset"", ""note"": ""start/end derived from first/last session date with any recorded zastupiteleHlasy entry for this person (present or absent, both count as 'on the roster then'); open end_date = still active as of this feed's last recorded session.""}]"
most:membership:jitka-urbankova-mikulova:most:org:zastupitelstvo-mesta-mostu,most:person:jitka-urbankova-mikulova,most:org:zastupitelstvo-mesta-mostu,2022-10-24,,"[{""url"": ""https://zastupko.fit.vutbr.cz/flask/most/zastupitelstvo/8/dataset"", ""note"": ""start/end derived from first/last session date with any recorded zastupiteleHlasy entry for this person (present or absent, both count as 'on the roster then'); open end_date = still active as of this feed's last recorded session.""}]"
most:membership:vlastimil-vozka:most:org:zastupitelstvo-mesta-mostu,most:person:vlastimil-vozka,most:org:zastupitelstvo-mesta-mostu,2022-10-24,,"[{""url"": ""https://zastupko.fit.vutbr.cz/flask/most/zastupitelstvo/8/dataset"", ""note"": ""start/end derived from first/last session date with any recorded zastupiteleHlasy entry for this person (present or absent, both count as 'on the roster then'); open end_date = still active as of this feed's last recorded session.""}]"
most:membership:vaclav-zahradnicek:most:org:zastupitelstvo-mesta-mostu,most:person:vaclav-zahradnicek,most:org:zastupitelstvo-mesta-mostu,2022-10-24,,"[{""url"": ""https://zastupko.fit.vutbr.cz/flask/most/zastupitelstvo/8/dataset"", ""note"": ""start/end derived from first/last session date with any recorded zastupiteleHlasy entry for this person (present or absent, both count as 'on the roster then'); open end_date = still active as of this feed's last recorded session.""}]"
most:membership:lenka-bombera-piskacova:most:org:zastupitelstvo-mesta-mostu,most:person:lenka-bombera-piskacova,most:org:zastupitelstvo-mesta-mostu,2022-10-24,2026-04-23,"[{""url"": ""https://zastupko.fit.vutbr.cz/flask/most/zastupitelstvo/8/dataset"", ""note"": ""start/end derived from first/last session date with any recorded zastupiteleHlasy entry for this person (present or absent, both count as 'on the roster then'); open end_date = still active as of this feed's last recorded session.""}]"
most:membership:stanislav-woznica:most:org:zastupitelstvo-mesta-mostu,most:person:stanislav-woznica,most:org:zastupitelstvo-mesta-mostu,2022-10-24,2025-06-19,"[{""url"": ""https://zastupko.fit.vutbr.cz/flask/most/zastupitelstvo/8/dataset"", ""note"": ""start/end derived from first/last session date with any recorded zastupiteleHlasy entry for this person (present or absent, both count as 'on the roster then'); open end_date = still active as of this feed's last recorded session.""}]"
most:membership:roman-lensky:most:org:zastupitelstvo-mesta-mostu,most:person:roman-lensky,most:org:zastupitelstvo-mesta-mostu,2022-10-24,2025-04-24,"[{""url"": ""https://zastupko.fit.vutbr.cz/flask/most/zastupitelstvo/8/dataset"", ""note"": ""start/end derived from first/last session date with any recorded zastupiteleHlasy entry for this person (present or absent, both count as 'on the roster then'); open end_date = still active as of this feed's last recorded session.""}]"
most:membership:pavel-lisicky:most:org:zastupitelstvo-mesta-mostu,most:person:pavel-lisicky,most:org:zastupitelstvo-mesta-mostu,2022-10-24,2023-02-16,"[{""url"": ""https://zastupko.fit.vutbr.cz/flask/most/zastupitelstvo/8/dataset"", ""note"": ""start/end derived from first/last session date with any recorded zastupiteleHlasy entry for this person (present or absent, both count as 'on the roster then'); open end_date = still active as of this feed's last recorded session.""}]"
most:membership:milan-koznar:most:org:zastupitelstvo-mesta-mostu,most:person:milan-koznar,most:org:zastupitelstvo-mesta-mostu,2023-04-27,,"[{""url"": ""https://zastupko.fit.vutbr.cz/flask/most/zastupitelstvo/8/dataset"", ""note"": ""start/end derived from first/last session date with any recorded zastupiteleHlasy entry for this person (present or absent, both count as 'on the roster then'); open end_date = still active as of this feed's last recorded session.""}]"
most:membership:michal-varga:most:org:zastupitelstvo-mesta-mostu,most:person:michal-varga,most:org:zastupitelstvo-mesta-mostu,2025-06-19,,"[{""url"": ""https://zastupko.fit.vutbr.cz/flask/most/zastupitelstvo/8/dataset"", ""note"": ""start/end derived from first/last session date with any recorded zastupiteleHlasy entry for this person (present or absent, both count as 'on the roster then'); open end_date = still active as of this feed's last recorded session.""}]"
most:membership:helena-houskova:most:org:zastupitelstvo-mesta-mostu,most:person:helena-houskova,most:org:zastupitelstvo-mesta-mostu,2025-09-18,,"[{""url"": ""https://zastupko.fit.vutbr.cz/flask/most/zastupitelstvo/8/dataset"", ""note"": ""start/end derived from first/last session date with any recorded zastupiteleHlasy entry for this person (present or absent, both count as 'on the roster then'); open end_date = still active as of this feed's last recorded session.""}]"
most:membership:romana-sramkova:most:org:zastupitelstvo-mesta-mostu,most:person:romana-sramkova,most:org:zastupitelstvo-mesta-mostu,2026-06-18,,"[{""url"": ""https://zastupko.fit.vutbr.cz/flask/most/zastupitelstvo/8/dataset"", ""note"": ""start/end derived from first/last session date with any recorded zastupiteleHlasy entry for this person (present or absent, both count as 'on the roster then'); open end_date = still active as of this feed's last recorded session.""}]"
