id,date,motion:title,motion:result,code,number,counts:yes,counts:no,counts:abstain
2022-12-13-005,2022-12-13T08:15:41+00:00,4. Návrh na udělení Ceny města Brna pro rok 2022 - hlasování o 1. kandidátovi,pass,Z9/03,5,48,0,0
2022-12-13-004,2022-12-13T08:14:42+00:00,"1. Technický bod (zapisovatelé, právní asistence, ověřovatelé zápisu, schválení programu zasedání ZMB) - program",pass,Z9/03,4,48,0,0
2022-12-13-003,2022-12-13T08:14:23+00:00,"1. Technický bod (zapisovatelé, právní asistence, ověřovatelé zápisu, schválení programu zasedání ZMB) - program - hlasování o zařazení bodu č. 100, 101, 102, 103, 104, 105, 106",pass,Z9/03,3,46,0,0
2022-12-13-002,2022-12-13T08:14:01+00:00,"1. Technický bod (zapisovatelé, právní asistence, ověřovatelé zápisu, schválení programu zasedání ZMB) - program - hlasování o stažení bodu č. 16, 32, 52, 53",pass,Z9/03,2,48,0,0
2022-12-13-001,2022-12-13T08:09:29+00:00,"1. Technický bod (zapisovatelé, právní asistence, ověřovatelé zápisu, schválení programu zasedání ZMB) - ověřovatelé zápisu",pass,Z9/03,1,45,0,0
2022-11-15-096,2022-11-15T11:04:20+00:00,"12. Návrh Dodatku č. 29 Smlouvy o závazku veřejné služby a kompenzaci z veřejné přepravy cestujících, uzavřené mezi statutárním městem Brnem a Dopravním podnikem města Brna, a. s.",pass,Z9/02,96,44,0,7
2022-11-15-095,2022-11-15T10:32:43+00:00,"95. Návrh Dodatku č.1 ke Smlouvě o spolupráci při výstavbě veřejné infrastruktury ""Městský blok Belle Rock“",pass,Z9/02,95,46,0,5
2022-11-15-094,2022-11-15T10:32:06+00:00,pokračování jednání,pass,Z9/02,94,49,1,3
2022-11-15-093,2022-11-15T10:30:52+00:00,94. Dodatek č. 1 ke smlouvě o poskytnutí individuální investiční dotace z rozpočtu města Brna na realizaci uměleckého díla k 200. výročí narození Gregora Johanna Mendela,pass,Z9/02,93,42,0,9
2022-11-15-092,2022-11-15T10:26:03+00:00,"93. Projekt ""Integrace ukrajinských uprchlíků ve městě Brně"" – návrh rozpočtového opatření",pass,Z9/02,92,45,4,0
2022-11-15-091,2022-11-15T10:25:14+00:00,"92. Návrh na změnu části usnesení Z9/01. zasedání Zastupitelstva města Brna, konaného dne 20. 10. 2022, bod č. 4 – návrh na rozšíření oblastí svěřených primátorce města Brna",pass,Z9/02,91,49,0,1
2022-11-15-090,2022-11-15T10:24:36+00:00,91. Návrh na poskytnutí investičních a neinvestičních transferů městským částem z rozpočtu Odboru školství a mládeže MMB v rámci postoupených příjmů od města na rok 2023,pass,Z9/02,90,47,0,4
2022-11-15-089,2022-11-15T10:20:12+00:00,"90. Návrh Smlouvy o spolupráci při výstavbě veřejné infrastruktury „Komunikace a odstavné plochy u prodejního objektu Halasovo náměstí, Brno – Lesná“",pass,Z9/02,89,51,0,0
2022-11-15-088,2022-11-15T10:19:36+00:00,89. Návrh Smlouvy o spolupráci při výstavbě veřejné infrastruktury „Nová Zvonařka s. r. o. – Polyfunkční městský projekt I. ETAPA – BLOK A“,pass,Z9/02,88,46,0,6
2022-11-15-087,2022-11-15T10:19:01+00:00,88. Návrh Smlouvy o spolupráci při výstavbě veřejné infrastruktury „Revitalizace areálu Obora“,pass,Z9/02,87,48,0,5
2022-11-15-086,2022-11-15T10:18:32+00:00,"87. Návrh Smlouvy o budoucí smlouvě darovací pro stavbu „MČ Brno–Chrlice, chodník a autobusové zálivy podél ulice Zámecká“",pass,Z9/02,86,51,0,0
2022-11-15-085,2022-11-15T10:18:04+00:00,"86. Návrh Smlouvy o budoucí smlouvě darovací stavby rozšíření silnice č. III/37915 a částí pozemků v k. ú. Lesná a k. ú. Husovice, do vlastnictví Jihomoravského kraje, pro stavbu „Prodloužení TT Lesná“",pass,Z9/02,85,51,0,0
2022-11-15-084,2022-11-15T10:17:26+00:00,85. Návrh Smlouvy o budoucí smlouvě darovací pro akci „SSZ Přístavní – Obvodová“,pass,Z9/02,84,49,0,0
2022-11-15-083,2022-11-15T10:16:57+00:00,"84. Návrh odnětí svěřeného majetku města městské části Brno-Tuřany, pozemků p. č. 436/1, p. č. 2360, p. č. 2362/1, p. č. 2367, p. č. 2372/1, p. č. 2372/2 v k. ú. Holásky",pass,Z9/02,83,47,0,5
2022-11-15-082,2022-11-15T10:16:23+00:00,"83. Návrh svěření majetku města městské části Brno-Bohunice, pozemek p. č. 203/12 v k. ú. Bohunice",pass,Z9/02,82,51,0,0
2022-11-15-081,2022-11-15T10:15:56+00:00,"82. Návrh směny části pozemku p. č. 294/1 za pozemek p. č. 267/26, vše v k. ú. Brněnské Ivanovice",pass,Z9/02,81,46,0,5
2022-11-15-080,2022-11-15T10:15:23+00:00,"81. Návrh nabytí pozemků p. č. 1193/3 a p. č. 1193/30, oba v k. ú. Bohunice",pass,Z9/02,80,46,0,5
2022-11-15-079,2022-11-15T10:14:51+00:00,80. Návrh na neuznání vlastnického práva k části pozemku p. č. 2714/1 v k. ú. Kohoutovice,pass,Z9/02,79,45,0,5
2022-11-15-078,2022-11-15T10:14:18+00:00,79. Návrh na uzavření dodatku č. 1 ke Smlouvě o uzavření budoucí kupní smlouvy č. 6319074508 s Masarykovou univerzitou,pass,Z9/02,78,52,0,0
2022-11-15-077,2022-11-15T10:13:47+00:00,Body č. 73-78,pass,Z9/02,77,54,0,0
2022-11-15-076,2022-11-15T10:13:03+00:00,"72. Nabídka předkupního práva ke stavbě bez č. p./č. e., způsob využití garáž, postavené na pozemku p. č. 744 v k. ú. Husovice - var. A",pass,Z9/02,76,54,0,0
2022-11-15-075,2022-11-15T10:12:13+00:00,"Body č. 69, 70, 71",pass,Z9/02,75,54,0,0
2022-11-15-074,2022-11-15T10:11:20+00:00,68. Záměr nabytí pozemku p. č. 3754/26 v k. ú. Královo Pole z vlastnictví České republiky-Ministerstva obrany do vlastnictví statutárního města Brna,pass,Z9/02,74,52,0,1
2022-11-15-073,2022-11-15T10:10:42+00:00,"67. Návrh nabytí pozemků v k. ú. Horní Heršpice pro stavbu ""Protipovodňová opatření města Brna – etapa XXX (lokalita Sokolova-Vomáčkova)"" do vlastnictví statutárního města Brna",pass,Z9/02,73,47,0,7
2022-11-15-072,2022-11-15T10:10:08+00:00,Body č. 63-66,pass,Z9/02,72,51,0,3
2022-11-15-071,2022-11-15T10:09:15+00:00,"62. Návrh pověření zástupce statutárního města Brna v představenstvu a na členských schůzích bytových družstev Dostupné bydlení Kamenný vrch II, bytové družstvo; Dostupné bydlení Francouzská, bytové družstvo; Dostupné bydlení V Aleji, bytové družstvo",pass,Z9/02,71,54,0,0
2022-11-15-070,2022-11-15T10:07:54+00:00,"62. Návrh pověření zástupce statutárního města Brna v představenstvu a na členských schůzích bytových družstev Dostupné bydlení Kamenný vrch II, bytové družstvo; Dostupné bydlení Francouzská, bytové družstvo; Dostupné bydlení V Aleji, bytové družstvo",pass,Z9/02,70,54,0,0
2022-11-15-069,2022-11-15T10:07:16+00:00,"61. Návrh na založení právnické osoby s názvem ""Společenství vlastníků Keřová 17, 19, Brno"" – společenství vlastníků jednotek pro dům č.p. 706 v k. ú. Žebětín, Brno",pass,Z9/02,69,54,0,0
2022-11-15-068,2022-11-15T10:06:43+00:00,"60. Návrh na založení právnických osob společenství vlastníků jednotek pro domy Zámezí č.p. 290, 291, 292, 298, 299, 300, Brno-Jehnice",pass,Z9/02,68,54,0,0
2022-11-15-067,2022-11-15T10:06:10+00:00,"59. Úprava rozpočtu Fondu bytové výstavby, návrh rozpočtového opatření",pass,Z9/02,67,48,0,5
2022-11-15-066,2022-11-15T10:05:38+00:00,"58. Projekty ""Fotovoltaický systém pro městskou část Brno-Líšeň"" – změna parametrů posouzení projektů",pass,Z9/02,66,47,0,5
2022-11-15-065,2022-11-15T10:05:06+00:00,"57. Projekt ""Podpora uplatnitelnosti ohrožených skupin trhu práce na území města Brna metodou Individual Placement and Support"" – posouzení projektu",pass,Z9/02,65,48,5,0
2022-11-15-064,2022-11-15T10:04:27+00:00,56. Projekt “Fotbalové centrum Brno – rekonstrukce hřiště UT 2“ – posouzení projektu,pass,Z9/02,64,53,0,0
2022-11-15-063,2022-11-15T10:03:54+00:00,"55. Projekt ""Rozšíření monitoringu a logování síťových prvků SMB"" – posouzení projektu",pass,Z9/02,63,47,0,6
2022-11-15-062,2022-11-15T10:03:25+00:00,"54. Projekt ""Brno pomáhá pečovat doma – Socio info point"" – posouzení projektu",pass,Z9/02,62,53,0,0
2022-11-15-061,2022-11-15T10:02:57+00:00,"53. Projekt ""Adaptace na pracovní pozice v rámci prostupného zaměstnávání"" – posouzení projektu",pass,Z9/02,61,47,0,5
2022-11-15-060,2022-11-15T10:02:24+00:00,"52. Projekt ""Řízení ITI BMO 4“ – změnové rozhodnutí o poskytnutí dotace",pass,Z9/02,60,53,0,0
2022-11-15-059,2022-11-15T10:01:56+00:00,"51. Projekt ""Zprostředkující subjekt ITI 3“ – změnové rozhodnutí o poskytnutí dotace",pass,Z9/02,59,53,0,0
2022-11-15-058,2022-11-15T10:01:24+00:00,"50. Projekt ""Místní akční plán rozvoje vzdělávání ve městě Brně III"" – rozhodnutí o poskytnutí dotace",pass,Z9/02,58,49,0,5
2022-11-15-057,2022-11-15T10:00:55+00:00,49. Finanční prostředky Fondu kofinancování projektů – listopad 2022 – návrh rozpočtového opatření,pass,Z9/02,57,49,0,5
2022-11-15-056,2022-11-15T10:00:20+00:00,"48. Žádost o prominutí části nájemného za pronájem bufetů – Brixton-gastro, s. r. o.",pass,Z9/02,56,44,5,2
2022-11-15-055,2022-11-15T09:59:47+00:00,47. Návrh dodatku č. 1 ke smlouvám č. 7222090993 a č. 7222091059 o poskytnutí neinvestiční dotace v rámci dotačního programu I – sociální služby pro rok 2022,pass,Z9/02,55,52,0,0
2022-11-15-054,2022-11-15T09:59:14+00:00,46. Návrh na snížení příspěvku zřizovatele příspěvkovým organizacím v působnosti Odboru sociální péče MMB na rok 2022 – návrh rozpočtového opatření,pass,Z9/02,54,53,0,0
2022-11-15-053,2022-11-15T09:58:36+00:00,"45. Návrh na poskytnutí individuální neinvestiční dotace spolku NADĚJE na projekt ""Humanitární ubytování pro matky s dětmi z Ukrajiny"" – návrh rozpočtového opatření",pass,Z9/02,53,50,4,0
2022-11-15-052,2022-11-15T09:51:42+00:00,44. Návrh na poskytnutí transferu městské části Brno-Řečkovice a Mokrá Hora a prodloužení termínů vyúčtování transferů v souvislosti s realizací projektů participativního rozpočtu – návrh rozpočtového opatření,pass,Z9/02,52,46,0,5
2022-11-15-051,2022-11-15T09:51:00+00:00,"43. Návrh na poskytnutí neinvestičního příspěvku Hvězdárně a planetáriu Brno, příspěvkové organizaci – návrh rozpočtového opatření",pass,Z9/02,51,35,8,5
2022-11-15-050,2022-11-15T09:36:54+00:00,Body č. 40-42,pass,Z9/02,50,53,0,0
2022-11-15-049,2022-11-15T09:35:46+00:00,"39. Návrh na poskytnutí individuální investiční dotace pobočnému spolku Technika Brno, baseball-softball, p. s., na projekt „Modernizace baseballového areálu VSK Technika Brno“ spolufinancovaný z rozpočtu NSA – návrh rozpočtového opatření",pass,Z9/02,49,52,0,0
2022-11-15-048,2022-11-15T09:35:08+00:00,38. Návrh na poskytnutí individuálních účelových neinvestičních a investičních dotací pro oblast tělovýchovy a sportu na rok 2022 – návrh rozpočtového opatření,pass,Z9/02,48,53,0,0
2022-11-15-047,2022-11-15T09:34:32+00:00,37. Návrh na poskytnutí účelových neinvestičních příspěvků základním školám na výuku hry na hudební nástroje – projekt OnStage Brno – návrh rozpočtového opatření,pass,Z9/02,47,49,4,1
2022-11-15-046,2022-11-15T09:32:03+00:00,36. Návrh na poskytnutí neinvestičních příspěvků základním školám na zajištění vzdělávacího projektu Příběhy našich sousedů – návrh rozpočtového opatření,pass,Z9/02,46,46,0,5
2022-11-15-045,2022-11-15T09:31:27+00:00,"35. Návrh na snížení neinvestičního příspěvku Městskému divadlu Brno, příspěvkové organizaci – návrh rozpočtového opatření",pass,Z9/02,45,52,0,0
2022-11-15-044,2022-11-15T09:30:56+00:00,"34. Návrh na změnu účelu využití části účelového neinvestičního příspěvku TIC BRNO, příspěvkové organizace",pass,Z9/02,44,49,5,0
2022-11-15-043,2022-11-15T09:30:23+00:00,33. Návrh na prodloužení termínu čerpání a vyúčtování schválených účelových neinvestičních příspěvků u příspěvkových organizací v působnosti Odboru kultury MMB,pass,Z9/02,43,49,0,5
2022-11-15-042,2022-11-15T09:29:43+00:00,32. Návrh na poskytnutí účelových neinvestičních příspěvků pro příspěvkové organizace v působnosti Odboru kultury MMB v roce 2022 – návrh rozpočtového opatření - bod 2,pass,Z9/02,42,48,0,5
2022-11-15-041,2022-11-15T09:29:05+00:00,32. Návrh na poskytnutí účelových neinvestičních příspěvků pro příspěvkové organizace v působnosti Odboru kultury MMB v roce 2022 – návrh rozpočtového opatření - pol. D,pass,Z9/02,41,50,0,4
2022-11-15-040,2022-11-15T09:28:43+00:00,32. Návrh na poskytnutí účelových neinvestičních příspěvků pro příspěvkové organizace v působnosti Odboru kultury MMB v roce 2022 – návrh rozpočtového opatření - pol. C,pass,Z9/02,40,46,0,4
2022-11-15-039,2022-11-15T09:28:20+00:00,32. Návrh na poskytnutí účelových neinvestičních příspěvků pro příspěvkové organizace v působnosti Odboru kultury MMB v roce 2022 – návrh rozpočtového opatření - pol. B,pass,Z9/02,39,52,0,0
2022-11-15-038,2022-11-15T09:27:52+00:00,32. Návrh na poskytnutí účelových neinvestičních příspěvků pro příspěvkové organizace v působnosti Odboru kultury MMB v roce 2022 – návrh rozpočtového opatření - pol. A,pass,Z9/02,38,47,5,0
2022-11-15-037,2022-11-15T09:24:46+00:00,"31. Návrh na změnu účelu transferu na investice poskytnutého Muzeu města Brna, příspěvkové organizaci, v roce 2022",pass,Z9/02,37,52,0,0
2022-11-15-036,2022-11-15T09:22:35+00:00,30. Žádosti o poskytnutí dotací dle Dotačního programu pro poskytnutí investičních dotací v oblasti kultury na nákup nezbytné techniky nebo hudebních nástrojů v roce 2022,pass,Z9/02,36,52,0,0
2022-11-15-035,2022-11-15T09:21:59+00:00,"29. Návrh na poskytnutí investičních dotací v rámci dotačního programu ""Podpora využití srážkové vody""",pass,Z9/02,35,46,0,5
2022-11-15-034,2022-11-15T09:21:26+00:00,"28. Návrh na poskytnutí investičních dotací v rámci dotačního programu ""Podpora vytváření zelených střech""",pass,Z9/02,34,47,0,5
2022-11-15-033,2022-11-15T09:20:57+00:00,27. Návrh rozpočtového opatření – stavební práce související s umístěním měřící stanice Komárov,pass,Z9/02,33,46,0,4
2022-11-15-032,2022-11-15T09:20:24+00:00,26. Návrh rozpočtového opatření na zajištění rekonstrukcí sběrných středisek odpadů,pass,Z9/02,32,45,5,0
2022-11-15-031,2022-11-15T09:18:42+00:00,25. Návrh rozpočtového opatření na zajištění provozu obecního systému odpadového hospodářství statutárního města Brna,pass,Z9/02,31,44,0,4
2022-11-15-030,2022-11-15T09:18:10+00:00,24. Návrh na poskytnutí investičních a neinvestičních transferů městským částem z rozpočtu Odboru investičního MMB v rámci postoupených příjmů od města na rok 2023,pass,Z9/02,30,47,0,5
2022-11-15-029,2022-11-15T09:17:30+00:00,23. Návrh rozpočtového opatření – pokrytí zvýšených výdajů Odboru správy majetku MMB na dodávky tepla v objektech ve správě Odboru správy majetku MMB,pass,Z9/02,29,47,0,6
2022-11-15-028,2022-11-15T09:16:56+00:00,"22. Úprava rozpočtu – přesun finančních prostředků v rámci rozpočtu Odboru správy majetku, návrh rozpočtového opatření",pass,Z9/02,28,48,0,5
2022-11-15-027,2022-11-15T09:16:25+00:00,21. Návrh rozpočtového opatření – aktualizace očekáváného čerpání rozpočtu běžných a kapitálových výdajů Odboru vnitřních věcí MMB v roce 2022,pass,Z9/02,27,46,0,5
2022-11-15-026,2022-11-15T09:15:51+00:00,"20. Návrh rozpočtového opatření – aktualizace rozpočtu kapitálových a běžných výdajů Odboru dopravy MMB, rozpočtu kapitálových výdajů Fondu mobility a rozpočtu kapitálových výdajů Fondu developerských projektů v roce 2022",pass,Z9/02,26,45,0,5
2022-11-15-025,2022-11-15T09:15:14+00:00,19. Aktualizace očekávaného čerpání rozpočtu běžných a kapitálových výdajů Odboru sportu MMB v roce 2022 – návrh rozpočtového opatření,pass,Z9/02,25,48,0,5
2022-11-15-024,2022-11-15T09:14:43+00:00,18. Návrh rozpočtového opatření – Aktualizace očekávaného čerpání rozpočtu běžných výdajů Odboru zdraví MMB v roce 2022,pass,Z9/02,24,46,0,5
2022-11-15-023,2022-11-15T09:14:11+00:00,17. Aktualizace očekávaného čerpání rozpočtu kapitálových výdajů Odboru strategického rozvoje a spolupráce MMB v roce 2022 – návrh rozpočtového opatření,pass,Z9/02,23,48,0,5
2022-11-15-022,2022-11-15T09:13:38+00:00,16. Aktualizace rozpočtu Odboru investičního MMB – listopad 2022 – návrh rozpočtového opatření,pass,Z9/02,22,45,0,5
2022-11-15-021,2022-11-15T09:13:03+00:00,15. Návrh rozpočtového opatření – aktualizace rozpočtu zdrojů města Brna na rok 2022,pass,Z9/02,21,48,0,5
2022-11-15-020,2022-11-15T09:12:33+00:00,"14. Návrh příjmů, které město Brno postoupí v roce 2023 do rozpočtů městských částí",pass,Z9/02,20,52,0,0
2022-11-15-019,2022-11-15T09:12:01+00:00,13. Výsledky hospodaření statutárního města Brna za I.-III. čtvrtletí roku 2022,pass,Z9/02,19,47,0,6
2022-11-15-018,2022-11-15T09:11:30+00:00,"11. Návrh Protokolu č. 28 o předání majetku statutárního města Brna k hospodaření Zoo Brno a stanici zájmových činností, příspěvkové organizaci",pass,Z9/02,18,47,0,5
2022-11-15-017,2022-11-15T09:10:53+00:00,10. Aktualizace Přílohy č. 3 Koncepce podpory požární ochrany a ochrany obyvatelstva ve městě Brně,pass,Z9/02,17,52,0,0
2022-11-15-016,2022-11-15T09:10:20+00:00,"9. Návrh změny stanov obchodní společnosti CD CENTRUM COMS, a. s.",pass,Z9/02,16,50,0,0
2022-11-15-015,2022-11-15T09:09:48+00:00,"8. Návrh změny stanov obchodní společnosti Veletrhy Brno, a. s.",pass,Z9/02,15,45,0,4
2022-11-15-014,2022-11-15T09:09:17+00:00,"7. Návrh změny stanov obchodní společnosti Brněnské komunikace, a. s.",pass,Z9/02,14,47,0,3
2022-11-15-013,2022-11-15T09:08:46+00:00,"6. Odměňování neuvolněných členů Zastupitelstva města Brna a členů komisí Rady města Brna a výborů Zastupitelstva města Brna, kteří nejsou členy Zastupitelstva města Brna",pass,Z9/02,13,49,0,2
2022-11-15-012,2022-11-15T09:03:55+00:00,Návrh zvýšení počtu členů Výboru pro národnostní menšiny Zastupitelstva města Brna a volba dalších členů - volba člena výboru - p. Vencálek,fail,Z9/02,12,6,0,33
2022-11-15-011,2022-11-15T09:03:30+00:00,Návrh zvýšení počtu členů Výboru pro národnostní menšiny Zastupitelstva města Brna a volba dalších členů - volba člena výboru - pí Dubová,pass,Z9/02,11,40,1,9
2022-11-15-010,2022-11-15T09:03:09+00:00,Návrh zvýšení počtu členů Výboru pro národnostní menšiny Zastupitelstva města Brna a volba dalších členů - volba člena výboru - p. Beznosik,fail,Z9/02,10,6,1,36
2022-11-15-009,2022-11-15T08:59:26+00:00,Návrh zvýšení počtu členů Výboru pro národnostní menšiny Zastupitelstva města Brna a volba dalších členů - volba člena výboru - p. Vencálek,fail,Z9/02,9,6,2,37
2022-11-15-008,2022-11-15T08:59:00+00:00,Návrh zvýšení počtu členů Výboru pro národnostní menšiny Zastupitelstva města Brna a volba dalších členů - volba člena výboru - pí Dubová,pass,Z9/02,8,43,2,7
2022-11-15-007,2022-11-15T08:58:27+00:00,Návrh zvýšení počtu členů Výboru pro národnostní menšiny Zastupitelstva města Brna a volba dalších členů - volba člena výboru - p. Beznosik,fail,Z9/02,7,6,3,36
2022-11-15-006,2022-11-15T08:31:55+00:00,5. Návrh zvýšení počtu členů Výboru pro národnostní menšiny Zastupitelstva města Brna a volba dalších členů - volba členů výboru,pass,Z9/02,6,52,0,0
2022-11-15-005,2022-11-15T08:23:58+00:00,5. Návrh zvýšení počtu členů Výboru pro národnostní menšiny Zastupitelstva města Brna a volba dalších členů - volba volební komise,pass,Z9/02,5,53,0,0
2022-11-15-004,2022-11-15T08:22:07+00:00,5. Návrh zvýšení počtu členů Výboru pro národnostní menšiny Zastupitelstva města Brna a volba dalších členů,pass,Z9/02,4,51,0,0
2022-11-15-003,2022-11-15T08:19:57+00:00,"1. Technický bod (zapisovatelé, právní asistence, ověřovatelé zápisu, schválení programu zasedání ZMB) - program",pass,Z9/02,3,54,0,0
2022-11-15-002,2022-11-15T08:19:39+00:00,"1. Technický bod (zapisovatelé, právní asistence, ověřovatelé zápisu, schválení programu zasedání ZMB) - program - hlasování o zařazení bodu č. 91, 92, 93, 94, 95",pass,Z9/02,2,54,0,0
2022-11-15-001,2022-11-15T08:14:45+00:00,"1. Technický bod (zapisovatelé, právní asistence, ověřovatelé zápisu, schválení programu zasedání ZMB) - ověřovatelé zápisu",pass,Z9/02,1,53,0,0
2022-10-20-040,2022-10-20T12:31:07+00:00,16. Určení člena Zastupitelstva města Brna pro spolupráci s Odborem územního plánování a rozvoje Magistrátu města Brnapři pořizování územně plánovací dokumentace a jejích změn,pass,Z9/01,40,48,0,6
2022-10-20-039,2022-10-20T12:30:19+00:00,15. Uložení úkolů neuvolněným členkám/členům Zastupitelstva města Brna,pass,Z9/01,39,49,0,4
2022-10-20-038,2022-10-20T12:29:15+00:00,14. Návrh harmonogramu zasedání Zastupitelstva města Brna do konce roku 2022 a v roce 2023,pass,Z9/01,38,52,0,0
2022-10-20-037,2022-10-20T12:28:15+00:00,13. Návrh na změny v orgánech obchodních společností s menší než 100% majetkovou účastí statutárního města Brna,pass,Z9/01,37,47,2,5
2022-10-20-036,2022-10-20T12:20:59+00:00,12. Návrh delegování zástupkyň/zástupců statutárního města Brna na valné hromady obchodních společností s menší než 100% majetkovou účastí města,pass,Z9/01,36,47,1,5
2022-10-20-035,2022-10-20T12:18:22+00:00,"11. Volba neuvolněných předsedkyň/předsedů, místopředsedkyň/místopředsedů a členek/členů výborů Zastupitelstva města Brna - ukládací část",pass,Z9/01,35,54,0,0
2022-10-20-034,2022-10-20T12:15:18+00:00,"11. Volba neuvolněných předsedkyň/předsedů, místopředsedkyň/místopředsedů a členek/členů výborů Zastupitelstva města Brna - Výbor pro národnostní menšiny - členové",pass,Z9/01,34,53,0,1
2022-10-20-033,2022-10-20T12:14:17+00:00,3. Zřízení výborů Zastupitelstva města Brna a stanovení počtu jejich členek/členů Výbor pro národnostní menšiny - počet členů 15,pass,Z9/01,33,53,0,1
2022-10-20-032,2022-10-20T12:08:37+00:00,"11. Volba neuvolněných předsedkyň/předsedů, místopředsedkyň/místopředsedů a členek/členů výborů Zastupitelstva města Brna - Výbor pro národnostní menšiny - místopředseda - JUDr. Michal Chládek, MBA",pass,Z9/01,32,46,0,8
2022-10-20-031,2022-10-20T12:05:26+00:00,"11. Volba neuvolněných předsedkyň/předsedů, místopředsedkyň/místopředsedů a členek/členů výborů Zastupitelstva města Brna - Výbor pro národnostní menšiny - předseda - Mgr. Břetislav Štefan",pass,Z9/01,31,47,2,5
2022-10-20-030,2022-10-20T12:00:03+00:00,"11. Volba neuvolněných předsedkyň/předsedů, místopředsedkyň/místopředsedů a členek/členů výborů Zastupitelstva města Brna - Kontrolní výbor - členové",pass,Z9/01,30,54,0,0
2022-10-20-029,2022-10-20T11:55:09+00:00,"11. Volba neuvolněných předsedkyň/předsedů, místopředsedkyň/místopředsedů a členek/členů výborů Zastupitelstva města Brna - Kontrolní výbor - místopředsedkyně - Mgr. Monika Lukášová Spilková, Ph.D.",pass,Z9/01,29,45,0,5
2022-10-20-028,2022-10-20T11:50:00+00:00,"11. Volba neuvolněných předsedkyň/předsedů, místopředsedkyň/místopředsedů a členek/členů výborů Zastupitelstva města Brna - Finanční výbor - členové",pass,Z9/01,28,53,0,1
2022-10-20-027,2022-10-20T11:45:42+00:00,"11. Volba neuvolněných předsedkyň/předsedů, místopředsedkyň/místopředsedů a členek/členů výborů Zastupitelstva města Brna - Finanční výbor - místopředseda - JUDr. Michal Marek",pass,Z9/01,27,47,0,7
2022-10-20-026,2022-10-20T11:41:57+00:00,"11. Volba neuvolněných předsedkyň/předsedů, místopředsedkyň/místopředsedů a členek/členů výborů Zastupitelstva města Brna - Finanční výbor - předsedkyně - Ing. Andrea Pazderová",pass,Z9/01,26,44,1,8
2022-10-20-025,2022-10-20T11:37:06+00:00,"10. Volební řád pro volbu neuvolněných předsedů, místopředsedů a členů výborů Zastupitelstva města Brna a volební komise pro jejich volbu - volba volební komise",pass,Z9/01,25,52,0,0
2022-10-20-024,2022-10-20T11:35:17+00:00,"10. Volební řád pro volbu neuvolněných předsedů, místopředsedů a členů výborů Zastupitelstva města Brna a volební komise pro jejich volbu - hlasování o upravené 1. části usnesení a o upraveném volebním řádu",pass,Z9/01,24,53,0,1
2022-10-20-023,2022-10-20T11:29:42+00:00,"9. Volba dalších dlouhodobě uvolněných členek/členů Zastupitelstva města Brna - předseda Kontrolního výboru Zastupitelstva města Brna - doc. MUDr. Tomáš Skřička, CSc.",pass,Z9/01,23,43,1,3
2022-10-20-022,2022-10-20T11:29:13+00:00,9. Volba dalších dlouhodobě uvolněných členek/členů Zastupitelstva města Brna - předseda Kontrolního výboru Zastupitelstva města Brna - Bc. Matěj Hollan,fail,Z9/01,22,4,12,30
2022-10-20-021,2022-10-20T10:24:49+00:00,"9. Volba dalších dlouhodobě uvolněných členek/členů Zastupitelstva města Brna - pro oblast inovace a spolupráce s výzkumnými organizacemi - doc. RNDr. Anna Putnová, Ph.D., MBA",pass,Z9/01,21,41,5,7
2022-10-20-020,2022-10-20T10:18:40+00:00,"9. Volba dalších dlouhodobě uvolněných členek/členů Zastupitelstva města Brna - pro oblast marketingu a PR - Bc. Kateřina Jarošová, MBA",pass,Z9/01,20,42,0,11
2022-10-20-019,2022-10-20T10:10:42+00:00,"8. Volba dalších členek/členů Rady města Brna - člen/členka Rady města Brna pro participativní rozpočet, Brno bezbariérové, zdravé město a prorodinnou politiku - RNDr. Filip Chvátal, Ph.D.",pass,Z9/01,19,43,5,5
2022-10-20-018,2022-10-20T10:04:09+00:00,8. Volba dalších členek/členů Rady města Brna - člen/členka Rady města Brna pro školství - JUDr. Irena Matonohová,pass,Z9/01,18,41,5,7
2022-10-20-017,2022-10-20T09:57:47+00:00,8. Volba dalších členek/členů Rady města Brna - člen/členka Rady města Brna pro majetek - JUDr. Jiří Oliva,pass,Z9/01,17,41,5,6
2022-10-20-016,2022-10-20T09:52:01+00:00,8. Volba dalších členek/členů Rady města Brna - člen/členka Rady města Brna pro územní plánování - Ing. arch. Petr Bořecký,pass,Z9/01,16,42,3,7
2022-10-20-015,2022-10-20T09:46:22+00:00,8. Volba dalších členek/členů Rady města Brna - člen/členka Rady města Brna pro sport a informační technologie - Bc. Tomáš Aberl,pass,Z9/01,15,43,6,5
2022-10-20-014,2022-10-20T09:38:08+00:00,8. Volba dalších členek/členů Rady města Brna - člen/členka Rady města Brna pro dopravu a správu městských účástí - Ing. Petr Kratochvíl,pass,Z9/01,14,41,5,7
2022-10-20-013,2022-10-20T09:30:18+00:00,7. Volba náměstkyň/náměstků primátorky města Brna - volba 4. náměstkyně/náměstka - Ing. Karin Karasová,pass,Z9/01,13,42,6,6
2022-10-20-012,2022-10-20T09:23:36+00:00,7. Volba náměstkyň/náměstků primátorky města Brna - volba 3. náměstkyně/náměstka - JUDr. Robert Kerndl,pass,Z9/01,12,42,5,7
